QTR,TypeOfEntry,ProductClass1,ProductClass2,ProductClass3,Amount,QTY
2010Q04,EXPENSES,Adminstrative,Utilities,,8550000,
2010Q04,EXPENSES,Adminstrative,Wages and salaries,,13500000,
2010Q04,EXPENSES,Adminstrative,Web site consultancy,,180000,
2010Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,90000,
2010Q04,EXPENSES,Adminstrative,Web site maintence,,1800,
2010Q04,EXPENSES,Development,Patents,,27000,
2010Q04,EXPENSES,Development,Technology Rental,,135000,
2010Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,108000,
2010Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,10800000,
2010Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,180000,
2010Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,13500,
2010Q04,Non-Operation Income,Gifts and Dotions,,,9000,
2010Q04,Non-Operation Income,Interest,,,27000,
2010Q04,Non-Operation Income,Other Income,,,315,
2010Q04,Non-Operation Income,Rental,,,360000,
2010Q04,Sales Revenue,Hot Blanket,,,37606,20000
2010Q04,Sales Revenue,Kitty Box,,,141022.5,30000
2010Q04,Sales Revenue,Maxi Dog,,,188030,20000
2010Q04,Sales Revenue,Muis Huis,,,564090,5000
2010Q04,Sales Revenue,Water Jug,,,940.15,2e+05
2010Q03,Cost of Sales,Hot Blanket,,,576,12000
2010Q03,Cost of Sales,Kitty Box,,,3840,30000
2010Q03,Cost of Sales,Maxi Dog,,,6720,15000
2010Q03,Cost of Sales,Muis Huis,,,5760,4000
2010Q03,Cost of Sales,Water Jug,,,38.4,180000
2010Q03,EXPENSES,Adminstrative,Depreciation,,7.5e+07,
2010Q03,EXPENSES,Adminstrative,Insurance,,16250000,
2010Q03,EXPENSES,Adminstrative,Meals and entertainment,,375000,
2010Q03,EXPENSES,Adminstrative,Outside services,,18750000,
2010Q03,EXPENSES,Adminstrative,Rent,,125000,
2010Q03,EXPENSES,Adminstrative,Repairs and maintence,,1e+07,
2010Q03,EXPENSES,Adminstrative,Supplies,,5e+05,
2010Q03,EXPENSES,Adminstrative,Telephone,,12500000,
2010Q03,EXPENSES,Adminstrative,Utilities,,23750000,
2010Q03,EXPENSES,Adminstrative,Wages and salaries,,37500000,
2010Q03,EXPENSES,Adminstrative,Web site consultancy,,5e+05,
2010Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,250000,
2010Q03,EXPENSES,Adminstrative,Web site maintence,,5000,
2010Q03,EXPENSES,Development,Patents,,75000,
2010Q03,EXPENSES,Development,Technology Rental,,375000,
2010Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,3e+05,
2010Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,3e+07,
2010Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,5e+05,
2010Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,37500,
2010Q03,Non-Operation Income,Gifts and Dotions,,,25000,
2010Q03,Non-Operation Income,Interest,,,75000,
2010Q03,Non-Operation Income,Other Income,,,875,
2010Q03,Non-Operation Income,Rental,,,1e+06,
2010Q03,Sales Revenue,Hot Blanket,,,35450,20000
2010Q03,Sales Revenue,Kitty Box,,,132937.5,30000
2010Q03,Sales Revenue,Maxi Dog,,,177250,20000
2010Q03,Sales Revenue,Muis Huis,,,531750,5000
2010Q03,Sales Revenue,Water Jug,,,886.25,2e+05
2010Q02,Cost of Sales,Hot Blanket,,,2574.3,12000
2010Q02,Cost of Sales,Kitty Box,,,17162,30000
2010Q02,Cost of Sales,Maxi Dog,,,30033.5,15000
2010Q02,Cost of Sales,Muis Huis,,,25743,4000
2010Q02,Cost of Sales,Water Jug,,,171.62,180000
2010Q02,EXPENSES,Adminstrative,Depreciation,,1.47e+08,
2010Q02,EXPENSES,Adminstrative,Insurance,,31850000,
2010Q02,EXPENSES,Adminstrative,Meals and entertainment,,735000,
2010Q02,EXPENSES,Adminstrative,Outside services,,36750000,
2010Q02,EXPENSES,Adminstrative,Rent,,245000,
2010Q02,EXPENSES,Adminstrative,Repairs and maintence,,19600000,
2010Q02,EXPENSES,Adminstrative,Supplies,,980000,
2010Q02,EXPENSES,Adminstrative,Telephone,,24500000,
2010Q02,EXPENSES,Adminstrative,Utilities,,46550000,
2010Q02,EXPENSES,Adminstrative,Wages and salaries,,73500000,
2010Q02,EXPENSES,Adminstrative,Web site consultancy,,980000,
2010Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,490000,
2010Q02,EXPENSES,Adminstrative,Web site maintence,,9800,
2010Q02,EXPENSES,Development,Patents,,147000,
2010Q02,EXPENSES,Development,Technology Rental,,735000,
2010Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,588000,
2010Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,58800000,
2010Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,980000,
2010Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,73500,
2010Q02,Non-Operation Income,Gifts and Dotions,,,49000,
2010Q02,Non-Operation Income,Interest,,,147000,
2010Q02,Non-Operation Income,Other Income,,,1715,
2010Q02,Non-Operation Income,Rental,,,1960000,
2010Q02,Sales Revenue,Hot Blanket,,,28418,20000
2010Q02,Sales Revenue,Kitty Box,,,106567.5,30000
2010Q02,Sales Revenue,Maxi Dog,,,142090,20000
2010Q02,Sales Revenue,Muis Huis,,,426270,5000
2010Q02,Sales Revenue,Water Jug,,,710.45,2e+05
2010Q01,Cost of Sales,Hot Blanket,,,1371.3,12000
2010Q01,Cost of Sales,Kitty Box,,,9142,30000
2010Q01,Cost of Sales,Maxi Dog,,,15998.5,15000
2010Q01,Cost of Sales,Muis Huis,,,13713,4000
2010Q01,Cost of Sales,Water Jug,,,91.42,180000
2010Q01,EXPENSES,Adminstrative,Depreciation,,6e+07,
2010Q01,EXPENSES,Adminstrative,Insurance,,1.3e+07,
2010Q01,EXPENSES,Adminstrative,Meals and entertainment,,3e+05,
2010Q01,EXPENSES,Adminstrative,Outside services,,1.5e+07,
2010Q01,EXPENSES,Adminstrative,Rent,,1e+05,
2010Q01,EXPENSES,Adminstrative,Repairs and maintence,,8e+06,
2010Q01,EXPENSES,Adminstrative,Supplies,,4e+05,
2010Q01,EXPENSES,Adminstrative,Telephone,,1e+07,
2010Q01,EXPENSES,Adminstrative,Utilities,,1.9e+07,
2010Q01,EXPENSES,Adminstrative,Wages and salaries,,3e+07,
2010Q01,EXPENSES,Adminstrative,Web site consultancy,,4e+05,
2010Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,2e+05,
2010Q01,EXPENSES,Adminstrative,Web site maintence,,4000,
2010Q01,EXPENSES,Development,Patents,,60000,
2010Q01,EXPENSES,Development,Technology Rental,,3e+05,
2010Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,240000,
2010Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,2.4e+07,
2010Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,4e+05,
2010Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,30000,
2010Q01,Non-Operation Income,Gifts and Dotions,,,20000,
2010Q01,Non-Operation Income,Interest,,,60000,
2010Q01,Non-Operation Income,Other Income,,,700,
2010Q01,Non-Operation Income,Rental,,,8e+05,
2010Q01,Sales Revenue,Hot Blanket,,,17712,20000
2010Q01,Sales Revenue,Kitty Box,,,66420,30000
2010Q01,Sales Revenue,Maxi Dog,,,88560,20000
2010Q01,Sales Revenue,Muis Huis,,,265680,5000
2010Q01,Sales Revenue,Water Jug,,,442.8,2e+05
2009Q04,Cost of Sales,Hot Blanket,,,1771.8,12000
2009Q04,Cost of Sales,Kitty Box,,,11812,30000
2009Q04,Cost of Sales,Maxi Dog,,,20671,15000
2009Q04,Cost of Sales,Muis Huis,,,17718,4000
2009Q04,Cost of Sales,Water Jug,,,118.12,180000
2009Q04,EXPENSES,Adminstrative,Depreciation,,1.44e+08,
2009Q04,EXPENSES,Adminstrative,Insurance,,31200000,
2009Q04,EXPENSES,Adminstrative,Meals and entertainment,,720000,
2009Q04,EXPENSES,Adminstrative,Outside services,,3.6e+07,
2009Q04,EXPENSES,Adminstrative,Rent,,240000,
2009Q04,EXPENSES,Adminstrative,Repairs and maintence,,19200000,
2009Q04,EXPENSES,Adminstrative,Supplies,,960000,
2009Q04,EXPENSES,Adminstrative,Telephone,,2.4e+07,
2009Q04,EXPENSES,Adminstrative,Utilities,,45600000,
2009Q04,EXPENSES,Adminstrative,Wages and salaries,,7.2e+07,
2009Q04,EXPENSES,Adminstrative,Web site consultancy,,960000,
2009Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,480000,
2009Q04,EXPENSES,Adminstrative,Web site maintence,,9600,
2009Q04,EXPENSES,Development,Patents,,144000,
2009Q04,EXPENSES,Development,Technology Rental,,720000,
2009Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,576000,
2009Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,57600000,
2009Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,960000,
2009Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,72000,
2009Q04,Non-Operation Income,Gifts and Dotions,,,48000,
2009Q04,Non-Operation Income,Interest,,,144000,
2009Q04,Non-Operation Income,Other Income,,,1680,
2009Q04,Non-Operation Income,Rental,,,1920000,
2009Q04,Sales Revenue,Hot Blanket,,,1504,20000
2009Q04,Sales Revenue,Kitty Box,,,5640,30000
2009Q04,Sales Revenue,Maxi Dog,,,7520,20000
2009Q04,Sales Revenue,Muis Huis,,,22560,5000
2009Q04,Sales Revenue,Water Jug,,,37.6,2e+05
2009Q03,Cost of Sales,Hot Blanket,,,1449.9,12000
2009Q03,Cost of Sales,Kitty Box,,,9666,30000
2009Q03,Cost of Sales,Maxi Dog,,,16915.5,15000
2009Q03,Cost of Sales,Muis Huis,,,14499,4000
2009Q03,Cost of Sales,Water Jug,,,96.66,180000
2009Q03,EXPENSES,Adminstrative,Depreciation,,1.08e+08,
2009Q03,EXPENSES,Adminstrative,Insurance,,23400000,
2009Q03,EXPENSES,Adminstrative,Meals and entertainment,,540000,
2009Q03,EXPENSES,Adminstrative,Outside services,,2.7e+07,
2009Q03,EXPENSES,Adminstrative,Rent,,180000,
2009Q03,EXPENSES,Adminstrative,Repairs and maintence,,14400000,
2009Q03,EXPENSES,Adminstrative,Supplies,,720000,
2009Q03,EXPENSES,Adminstrative,Telephone,,1.8e+07,
2009Q03,EXPENSES,Adminstrative,Utilities,,34200000,
2009Q03,EXPENSES,Adminstrative,Wages and salaries,,5.4e+07,
2009Q03,EXPENSES,Adminstrative,Web site consultancy,,720000,
2009Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,360000,
2009Q03,EXPENSES,Adminstrative,Web site maintence,,7200,
2009Q03,EXPENSES,Development,Patents,,108000,
2009Q03,EXPENSES,Development,Technology Rental,,540000,
2009Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,432000,
2009Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,43200000,
2009Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,720000,
2009Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,54000,
2009Q03,Non-Operation Income,Gifts and Dotions,,,36000,
2009Q03,Non-Operation Income,Interest,,,108000,
2009Q03,Non-Operation Income,Other Income,,,1260,
2009Q03,Non-Operation Income,Rental,,,1440000,
2009Q03,Sales Revenue,Hot Blanket,,,37364,20000
2009Q03,Sales Revenue,Kitty Box,,,140115,30000
2009Q03,Sales Revenue,Maxi Dog,,,186820,20000
2009Q03,Sales Revenue,Muis Huis,,,560460,5000
2009Q03,Sales Revenue,Water Jug,,,934.1,2e+05
2009Q02,Cost of Sales,Hot Blanket,,,252.3,12000
2009Q02,Cost of Sales,Kitty Box,,,1682,30000
2009Q02,Cost of Sales,Maxi Dog,,,2943.5,15000
2009Q02,Cost of Sales,Muis Huis,,,2523,4000
2009Q02,Cost of Sales,Water Jug,,,16.82,180000
2009Q02,EXPENSES,Adminstrative,Depreciation,,1.05e+08,
2009Q02,EXPENSES,Adminstrative,Insurance,,22750000,
2009Q02,EXPENSES,Adminstrative,Meals and entertainment,,525000,
2009Q02,EXPENSES,Adminstrative,Outside services,,26250000,
2009Q02,EXPENSES,Adminstrative,Rent,,175000,
2009Q02,EXPENSES,Adminstrative,Repairs and maintence,,1.4e+07,
2009Q02,EXPENSES,Adminstrative,Supplies,,7e+05,
2009Q02,EXPENSES,Adminstrative,Telephone,,17500000,
2009Q02,EXPENSES,Adminstrative,Utilities,,33250000,
2009Q02,EXPENSES,Adminstrative,Wages and salaries,,52500000,
2009Q02,EXPENSES,Adminstrative,Web site consultancy,,7e+05,
2009Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,350000,
2009Q02,EXPENSES,Adminstrative,Web site maintence,,7000,
2009Q02,EXPENSES,Development,Patents,,105000,
2009Q02,EXPENSES,Development,Technology Rental,,525000,
2009Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,420000,
2009Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,4.2e+07,
2009Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,7e+05,
2009Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,52500,
2009Q02,Non-Operation Income,Gifts and Dotions,,,35000,
2009Q02,Non-Operation Income,Interest,,,105000,
2009Q02,Non-Operation Income,Other Income,,,1225,
2009Q02,Non-Operation Income,Rental,,,1400000,
2009Q02,Sales Revenue,Hot Blanket,,,32816,20000
2009Q02,Sales Revenue,Kitty Box,,,123060,30000
2009Q02,Sales Revenue,Maxi Dog,,,164080,20000
2009Q02,Sales Revenue,Muis Huis,,,492240,5000
2009Q02,Sales Revenue,Water Jug,,,820.4,2e+05
2009Q01,Cost of Sales,Hot Blanket,,,156,12000
2009Q01,Cost of Sales,Kitty Box,,,1040,30000
2009Q01,Cost of Sales,Maxi Dog,,,1820,15000
2009Q01,Cost of Sales,Muis Huis,,,1560,4000
2009Q01,Cost of Sales,Water Jug,,,10.4,180000
2009Q01,EXPENSES,Adminstrative,Depreciation,,9.6e+07,
2009Q01,EXPENSES,Adminstrative,Insurance,,20800000,
2009Q01,EXPENSES,Adminstrative,Meals and entertainment,,480000,
2009Q01,EXPENSES,Adminstrative,Outside services,,2.4e+07,
2009Q01,EXPENSES,Adminstrative,Rent,,160000,
2009Q01,EXPENSES,Adminstrative,Repairs and maintence,,12800000,
2009Q01,EXPENSES,Adminstrative,Supplies,,640000,
2009Q01,EXPENSES,Adminstrative,Telephone,,1.6e+07,
2009Q01,EXPENSES,Adminstrative,Utilities,,30400000,
2009Q01,EXPENSES,Adminstrative,Wages and salaries,,4.8e+07,
2009Q01,EXPENSES,Adminstrative,Web site consultancy,,640000,
2009Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,320000,
2009Q01,EXPENSES,Adminstrative,Web site maintence,,6400,
2009Q01,EXPENSES,Development,Patents,,96000,
2009Q01,EXPENSES,Development,Technology Rental,,480000,
2009Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,384000,
2009Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,38400000,
2009Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,640000,
2009Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,48000,
2009Q01,Non-Operation Income,Gifts and Dotions,,,32000,
2009Q01,Non-Operation Income,Interest,,,96000,
2009Q01,Non-Operation Income,Other Income,,,1120,
2009Q01,Non-Operation Income,Rental,,,1280000,
2009Q01,Sales Revenue,Hot Blanket,,,18864,20000
2009Q01,Sales Revenue,Kitty Box,,,70740,30000
2009Q01,Sales Revenue,Maxi Dog,,,94320,20000
2009Q01,Sales Revenue,Muis Huis,,,282960,5000
2009Q01,Sales Revenue,Water Jug,,,471.6,2e+05
2008Q04,Cost of Sales,Hot Blanket,,,485.4,12000
2008Q04,Cost of Sales,Kitty Box,,,3236,30000
2008Q04,Cost of Sales,Maxi Dog,,,5663,15000
2008Q04,Cost of Sales,Muis Huis,,,4854,4000
2008Q04,Cost of Sales,Water Jug,,,32.36,180000
2008Q04,EXPENSES,Adminstrative,Depreciation,,2.4e+07,
2008Q04,EXPENSES,Adminstrative,Insurance,,5200000,
2008Q04,EXPENSES,Adminstrative,Meals and entertainment,,120000,
2008Q04,EXPENSES,Adminstrative,Outside services,,6e+06,
2008Q04,EXPENSES,Adminstrative,Rent,,40000,
2008Q04,EXPENSES,Adminstrative,Repairs and maintence,,3200000,
2008Q04,EXPENSES,Adminstrative,Supplies,,160000,
2008Q04,EXPENSES,Adminstrative,Telephone,,4e+06,
2008Q04,EXPENSES,Adminstrative,Utilities,,7600000,
2008Q04,EXPENSES,Adminstrative,Wages and salaries,,1.2e+07,
2008Q04,EXPENSES,Adminstrative,Web site consultancy,,160000,
2008Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,80000,
2008Q04,EXPENSES,Adminstrative,Web site maintence,,1600,
2008Q04,EXPENSES,Development,Patents,,24000,
2008Q04,EXPENSES,Development,Technology Rental,,120000,
2008Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,96000,
2008Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,9600000,
2008Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,160000,
2008Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,12000,
2008Q04,Non-Operation Income,Gifts and Dotions,,,8000,
2008Q04,Non-Operation Income,Interest,,,24000,
2008Q04,Non-Operation Income,Other Income,,,280,
2008Q04,Non-Operation Income,Rental,,,320000,
2008Q04,Sales Revenue,Hot Blanket,,,37420,20000
2008Q04,Sales Revenue,Kitty Box,,,140325,30000
2008Q04,Sales Revenue,Maxi Dog,,,187100,20000
2008Q04,Sales Revenue,Muis Huis,,,561300,5000
2008Q04,Sales Revenue,Water Jug,,,935.5,2e+05
2008Q03,Cost of Sales,Hot Blanket,,,2263.2,12000
2008Q03,Cost of Sales,Kitty Box,,,15088,30000
2008Q03,Cost of Sales,Maxi Dog,,,26404,15000
2008Q03,Cost of Sales,Muis Huis,,,22632,4000
2008Q03,Cost of Sales,Water Jug,,,150.88,180000
2008Q03,EXPENSES,Adminstrative,Depreciation,,3.9e+07,
2008Q03,EXPENSES,Adminstrative,Insurance,,8450000,
2008Q03,EXPENSES,Adminstrative,Meals and entertainment,,195000,
2008Q03,EXPENSES,Adminstrative,Outside services,,9750000,
2008Q03,EXPENSES,Adminstrative,Rent,,65000,
2008Q03,EXPENSES,Adminstrative,Repairs and maintence,,5200000,
2008Q03,EXPENSES,Adminstrative,Supplies,,260000,
2008Q03,EXPENSES,Adminstrative,Telephone,,6500000,
2008Q03,EXPENSES,Adminstrative,Utilities,,12350000,
2008Q03,EXPENSES,Adminstrative,Wages and salaries,,19500000,
2008Q03,EXPENSES,Adminstrative,Web site consultancy,,260000,
2008Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,130000,
2008Q03,EXPENSES,Adminstrative,Web site maintence,,2600,
2008Q03,EXPENSES,Development,Patents,,39000,
2008Q03,EXPENSES,Development,Technology Rental,,195000,
2008Q03,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,156000,
2008Q03,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,15600000,
2008Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,260000,
2008Q03,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,19500,
2008Q03,Non-Operation Income,Gifts and Dotions,,,13000,
2008Q03,Non-Operation Income,Interest,,,39000,
2008Q03,Non-Operation Income,Other Income,,,455,
2008Q03,Non-Operation Income,Rental,,,520000,
2008Q03,Sales Revenue,Hot Blanket,,,34728,20000
2008Q03,Sales Revenue,Kitty Box,,,130230,30000
2008Q03,Sales Revenue,Maxi Dog,,,173640,20000
2008Q03,Sales Revenue,Muis Huis,,,520920,5000
2008Q03,Sales Revenue,Water Jug,,,868.2,2e+05
2008Q02,Cost of Sales,Hot Blanket,,,1022.4,12000
2008Q02,Cost of Sales,Kitty Box,,,6816,30000
2008Q02,Cost of Sales,Maxi Dog,,,11928,15000
2008Q02,Cost of Sales,Muis Huis,,,10224,4000
2008Q02,Cost of Sales,Water Jug,,,68.16,180000
2008Q02,EXPENSES,Adminstrative,Depreciation,,9.6e+07,
2008Q02,EXPENSES,Adminstrative,Insurance,,20800000,
2008Q02,EXPENSES,Adminstrative,Meals and entertainment,,480000,
2008Q02,EXPENSES,Adminstrative,Outside services,,2.4e+07,
2008Q02,EXPENSES,Adminstrative,Rent,,160000,
2008Q02,EXPENSES,Adminstrative,Repairs and maintence,,12800000,
2008Q02,EXPENSES,Adminstrative,Supplies,,640000,
2008Q02,EXPENSES,Adminstrative,Telephone,,1.6e+07,
2008Q02,EXPENSES,Adminstrative,Utilities,,30400000,
2008Q02,EXPENSES,Adminstrative,Wages and salaries,,4.8e+07,
2008Q02,EXPENSES,Adminstrative,Web site consultancy,,640000,
2008Q02,EXPENSES,Adminstrative,Web site launch and Web Hosting,,320000,
2008Q02,EXPENSES,Adminstrative,Web site maintence,,6400,
2008Q02,EXPENSES,Development,Patents,,96000,
2008Q02,EXPENSES,Development,Technology Rental,,480000,
2008Q02,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,384000,
2008Q02,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,38400000,
2008Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,640000,
2008Q02,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,48000,
2008Q02,Non-Operation Income,Gifts and Dotions,,,32000,
2008Q02,Non-Operation Income,Interest,,,96000,
2008Q02,Non-Operation Income,Other Income,,,1120,
2008Q02,Non-Operation Income,Rental,,,1280000,
2008Q02,Sales Revenue,Hot Blanket,,,7878,20000
2008Q02,Sales Revenue,Kitty Box,,,29542.5,30000
2008Q02,Sales Revenue,Maxi Dog,,,39390,20000
2008Q02,Sales Revenue,Muis Huis,,,118170,5000
2008Q02,Sales Revenue,Water Jug,,,196.95,2e+05
2008Q01,Cost of Sales,Hot Blanket,,,2915.4,12000
2008Q01,Cost of Sales,Kitty Box,,,19436,30000
2008Q01,Cost of Sales,Maxi Dog,,,34013,15000
2008Q01,Cost of Sales,Muis Huis,,,29154,4000
2008Q01,Cost of Sales,Water Jug,,,194.36,180000
2008Q01,EXPENSES,Adminstrative,Depreciation,,1.38e+08,
2008Q01,EXPENSES,Adminstrative,Insurance,,29900000,
2008Q01,EXPENSES,Adminstrative,Meals and entertainment,,690000,
2008Q01,EXPENSES,Adminstrative,Outside services,,34500000,
2008Q01,EXPENSES,Adminstrative,Rent,,230000,
2008Q01,EXPENSES,Adminstrative,Repairs and maintence,,18400000,
2008Q01,EXPENSES,Adminstrative,Supplies,,920000,
2008Q01,EXPENSES,Adminstrative,Telephone,,2.3e+07,
2008Q01,EXPENSES,Adminstrative,Utilities,,43700000,
2008Q01,EXPENSES,Adminstrative,Wages and salaries,,6.9e+07,
2008Q01,EXPENSES,Adminstrative,Web site consultancy,,920000,
2008Q01,EXPENSES,Adminstrative,Web site launch and Web Hosting,,460000,
2008Q01,EXPENSES,Adminstrative,Web site maintence,,9200,
2008Q01,EXPENSES,Development,Patents,,138000,
2008Q01,EXPENSES,Development,Technology Rental,,690000,
2008Q01,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,552000,
2008Q01,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,55200000,
2008Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,920000,
2008Q01,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,69000,
2008Q01,Non-Operation Income,Gifts and Dotions,,,46000,
2008Q01,Non-Operation Income,Interest,,,138000,
2008Q01,Non-Operation Income,Other Income,,,1610,
2008Q01,Non-Operation Income,Rental,,,1840000,
2008Q01,Sales Revenue,Hot Blanket,,,38444,20000
2008Q01,Sales Revenue,Kitty Box,,,144165,30000
2008Q01,Sales Revenue,Maxi Dog,,,192220,20000
2008Q01,Sales Revenue,Muis Huis,,,576660,5000
2008Q01,Sales Revenue,Water Jug,,,961.1,2e+05
2007Q04,Cost of Sales,Hot Blanket,,,1159.8,12000
2007Q04,Cost of Sales,Kitty Box,,,7732,30000
2007Q04,Cost of Sales,Maxi Dog,,,13531,15000
2007Q04,Cost of Sales,Muis Huis,,,11598,4000
2007Q04,Cost of Sales,Water Jug,,,77.32,180000
2007Q04,EXPENSES,Adminstrative,Depreciation,,1.05e+08,
2007Q04,EXPENSES,Adminstrative,Insurance,,22750000,
2007Q04,EXPENSES,Adminstrative,Meals and entertainment,,525000,
2007Q04,EXPENSES,Adminstrative,Outside services,,26250000,
2007Q04,EXPENSES,Adminstrative,Rent,,175000,
2007Q04,EXPENSES,Adminstrative,Repairs and maintence,,1.4e+07,
2007Q04,EXPENSES,Adminstrative,Supplies,,7e+05,
2007Q04,EXPENSES,Adminstrative,Telephone,,17500000,
2007Q04,EXPENSES,Adminstrative,Utilities,,33250000,
2007Q04,EXPENSES,Adminstrative,Wages and salaries,,52500000,
2007Q04,EXPENSES,Adminstrative,Web site consultancy,,7e+05,
2007Q04,EXPENSES,Adminstrative,Web site launch and Web Hosting,,350000,
2007Q04,EXPENSES,Adminstrative,Web site maintence,,7000,
2007Q04,EXPENSES,Development,Patents,,105000,
2007Q04,EXPENSES,Development,Technology Rental,,525000,
2007Q04,EXPENSES,Non-Recurring Expenses,Rewards and Gifts Given,,420000,
2007Q04,EXPENSES,Non-Recurring Expenses,Software and Hardware Equipments,,4.2e+07,
2007Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Advertising,7e+05,
2007Q04,EXPENSES,Operating Expenses,Marketing and Advertising,Direct marketing,52500,
2007Q04,Non-Operation Income,Gifts and Dotions,,,35000,
2007Q04,Non-Operation Income,Interest,,,105000,
2007Q04,Non-Operation Income,Other Income,,,1225,
2007Q04,Non-Operation Income,Rental,,,1400000,
2007Q04,Sales Revenue,Hot Blanket,,,39158,20000
2007Q04,Sales Revenue,Kitty Box,,,146842.5,30000
2007Q04,Sales Revenue,Maxi Dog,,,195790,20000
2007Q04,Sales Revenue,Muis Huis,,,587370,5000
2007Q04,Sales Revenue,Water Jug,,,978.95,2e+05
2007Q03,Cost of Sales,Hot Blanket,,,822.3,12000
2007Q03,Cost of Sales,Kitty Box,,,5482,30000
2007Q03,Cost of Sales,Maxi Dog,,,9593.5,15000
2007Q03,Cost of Sales,Muis Huis,,,8223,4000
2007Q03,Cost of Sales,Water Jug,,,54.82,180000
2007Q03,EXPENSES,Adminstrative,Depreciation,,9.6e+07,
2007Q03,EXPENSES,Adminstrative,Insurance,,20800000,
2007Q03,EXPENSES,Adminstrative,Meals and entertainment,,480000,
2007Q03,EXPENSES,Adminstrative,Outside services,,2.4e+07,
2007Q03,EXPENSES,Adminstrative,Rent,,160000,
2007Q03,EXPENSES,Adminstrative,Repairs and maintence,,12800000,
2007Q03,EXPENSES,Adminstrative,Supplies,,640000,
2007Q03,EXPENSES,Adminstrative,Telephone,,1.6e+07,
2007Q03,EXPENSES,Adminstrative,Utilities,,30400000,
2007Q03,EXPENSES,Adminstrative,Wages and salaries,,4.8e+07,
2007Q03,EXPENSES,Adminstrative,Web site consultancy,,640000,
2007Q03,EXPENSES,Adminstrative,Web site launch and Web Hosting,,320000,
2007Q03,EXPENSES,Adminstrative,Web site maintence,,6400,
